;,2019 CEC Non-Residential 15 yr Electric Demand Hourly Multipliers,,
60305,0,,
60306,0,,
60307,0,,
60308,0,,
60309,0,,
60310,0,,
60311,0,,
60312,0,,
60313,0,,
60314,0,,
60315,0,,
60316,0,,
60317,0,,
60318,0,,
60319,0,,
60320,0,,
60321,0,,
60322,0,,
60323,0,,
60324,0,,
60401,0,,
60402,0,,
60403,0,,
60404,0,,
60405,0,,
60406,0,,
60407,0,,
60408,0,,
60409,0,,
60410,0,,
60411,0,,
60412,0,,
60413,0,,
60414,0,,
60415,0,,
60416,0,,
60417,0,,
60418,0,,
60419,0,,
60420,0,,
60421,0,,
60422,0,,
60423,0,,
60424,0,,
60501,0,,
60502,0,,
60503,0,,
60504,0,,
60505,0,,
60506,0,,
60507,0,,
60508,0,,
60509,0,,
60510,0,,
60511,0,,
60512,6.25593E-15,,
60513,7.0233E-13,,
60514,2.96933E-10,,
60515,2.17038E-08,,
60516,1.15231E-06,,
60517,2.22713E-06,,
60518,3.43901E-05,,
60519,0.002030191,,
60520,0.002308866,,
60521,2.34133E-06,,
60522,6.86662E-13,,
60523,0,,
60524,0,,
60601,0,,
60602,0,,
60603,0,,
60604,0,,
60605,0,,
60606,0,,
60607,0,,
60608,0,,
60609,0,,
60610,0,,
60611,0,,
60612,0,,
60613,0,,
60614,0,,
60615,0,,
60616,0,,
60617,0,,
60618,0,,
60619,0,,
60620,0,,
60621,0,,
60622,0,,
60623,0,,
60624,0,,
60701,0,,
60702,0,,
60703,0,,
60704,0,,
60705,0,,
60706,0,,
60707,0,,
60708,0,,
60709,0,,
60710,0,,
60711,0,,
60712,0,,
60713,0,,
60714,0,,
60715,0,,
60716,0,,
60717,0,,
60718,0,,
60719,0,,
60720,0,,
60721,0,,
60722,0,,
60723,0,,
60724,0,,
60801,0,,
60802,0,,
60803,0,,
60804,0,,
60805,0,,
60806,0,,
60807,0,,
60808,0,,
60809,0,,
60810,0,,
60811,0,,
60812,0,,
60813,0,,
60814,0,,
60815,0,,
60816,0,,
60817,0,,
60818,0,,
60819,0,,
60820,0,,
60821,0,,
60822,0,,
60823,0,,
60824,0,,
60901,0,,
60902,0,,
60903,0,,
60904,0,,
60905,0,,
60906,0,,
60907,0,,
60908,0,,
60909,0,,
60910,0,,
60911,0,,
60912,0,,
60913,0,,
60914,0,,
60915,0,,
60916,0,,
60917,0,,
60918,0,,
60919,0,,
60920,0,,
60921,0,,
60922,0,,
60923,0,,
60924,0,,
61001,0,,
61002,0,,
61003,0,,
61004,0,,
61005,0,,
61006,0,,
61007,0,,
61008,0,,
61009,0,,
61010,0,,
61011,0,,
61012,0,,
61013,0,,
61014,0,,
61015,0,,
61016,0,,
61017,0,,
61018,0,,
61019,0,,
61020,0,,
61021,0,,
61022,0,,
61023,0,,
61024,0,,
61101,0,,
61102,0,,
61103,0,,
61104,0,,
61105,0,,
61106,0,,
61107,0,,
61108,0,,
61109,0,,
61110,0,,
61111,0,,
61112,0,,
61113,0,,
61114,0,,
61115,0,,
61116,0,,
61117,0,,
61118,0,,
61119,0,,
61120,0,,
61121,0,,
61122,0,,
61123,0,,
61124,0,,
61201,0,,
61202,0,,
61203,0,,
61204,0,,
61205,0,,
61206,0,,
61207,0,,
61208,0,,
61209,0,,
61210,0,,
61211,0,,
61212,0,,
61213,0,,
61214,0,,
61215,0,,
61216,0,,
61217,0,,
61218,0,,
61219,0,,
61220,0,,
61221,0,,
61222,0,,
61223,0,,
61224,0,,
61301,0,,
61302,0,,
61303,0,,
61304,0,,
61305,0,,
61306,0,,
61307,0,,
61308,0,,
61309,0,,
61310,0,,
61311,0,,
61312,0,,
61313,0,,
61314,0,,
61315,0,,
61316,0,,
61317,0,,
61318,0,,
61319,0,,
61320,0,,
61321,0,,
61322,0,,
61323,0,,
61324,0,,
61401,0,,
61402,0,,
61403,0,,
61404,0,,
61405,0,,
61406,0,,
61407,0,,
61408,0,,
61409,0,,
61410,0,,
61411,0,,
61412,0,,
61413,0,,
61414,0,,
61415,0,,
61416,0,,
61417,0,,
61418,0,,
61419,0,,
61420,0,,
61421,0,,
61422,0,,
61423,0,,
61424,0,,
61501,0,,
61502,0,,
61503,0,,
61504,0,,
61505,0,,
61506,0,,
61507,0,,
61508,0,,
61509,0,,
61510,0,,
61511,0,,
61512,0,,
61513,0,,
61514,0,,
61515,0,,
61516,0,,
61517,0,,
61518,0,,
61519,0,,
61520,0,,
61521,0,,
61522,0,,
61523,0,,
61524,0,,
61601,0,,
61602,0,,
61603,0,,
61604,0,,
61605,0,,
61606,0,,
61607,0,,
61608,0,,
61609,0,,
61610,0,,
61611,0,,
61612,0,,
61613,0,,
61614,0,,
61615,0,,
61616,0,,
61617,0,,
61618,0,,
61619,0,,
61620,0,,
61621,0,,
61622,0,,
61623,0,,
61624,0,,
61701,0,,
61702,0,,
61703,0,,
61704,0,,
61705,0,,
61706,0,,
61707,0,,
61708,0,,
61709,0,,
61710,0,,
61711,0,,
61712,0,,
61713,0,,
61714,0,,
61715,0,,
61716,0,,
61717,0,,
61718,0,,
61719,0,,
61720,0,,
61721,0,,
61722,0,,
61723,0,,
61724,0,,
61801,0,,
61802,0,,
61803,0,,
61804,0,,
61805,0,,
61806,0,,
61807,0,,
61808,0,,
61809,0,,
61810,0,,
61811,0,,
61812,0,,
61813,0,,
61814,0,,
61815,0,,
61816,0,,
61817,0,,
61818,0,,
61819,0,,
61820,0,,
61821,0,,
61822,0,,
61823,0,,
61824,0,,
61901,0,,
61902,0,,
61903,0,,
61904,0,,
61905,0,,
61906,0,,
61907,0,,
61908,0,,
61909,0,,
61910,0,,
61911,0,,
61912,0,,
61913,0,,
61914,0,,
61915,0,,
61916,0,,
61917,0,,
61918,0,,
61919,0,,
61920,0,,
61921,0,,
61922,0,,
61923,0,,
61924,0,,
62001,0,,
62002,0,,
62003,0,,
62004,0,,
62005,0,,
62006,0,,
62007,0,,
62008,0,,
62009,0,,
62010,0,,
62011,0,,
62012,0,,
62013,0,,
62014,0,,
62015,0,,
62016,0,,
62017,0,,
62018,0,,
62019,0,,
62020,0,,
62021,0,,
62022,0,,
62023,0,,
62024,0,,
62101,0,,
62102,0,,
62103,0,,
62104,0,,
62105,0,,
62106,0,,
62107,0,,
62108,0,,
62109,0,,
62110,0,,
62111,0,,
62112,0,,
62113,0,,
62114,0,,
62115,0,,
62116,0,,
62117,0,,
62118,0,,
62119,0,,
62120,0,,
62121,0,,
62122,0,,
62123,0,,
62124,0,,
62201,0,,
62202,0,,
62203,0,,
62204,0,,
62205,0,,
62206,0,,
62207,0,,
62208,0,,
62209,0,,
62210,0,,
62211,0,,
62212,0,,
62213,0,,
62214,0,,
62215,0,,
62216,0,,
62217,0,,
62218,0,,
62219,0,,
62220,0,,
62221,0,,
62222,0,,
62223,0,,
62224,0,,
62301,0,,
62302,0,,
62303,0,,
62304,0,,
62305,0,,
62306,0,,
62307,0,,
62308,0,,
62309,0,,
62310,0,,
62311,0,,
62312,0,,
62313,0,,
62314,0,,
62315,0,,
62316,0,,
62317,0,,
62318,0,,
62319,0,,
62320,0,,
62321,0,,
62322,0,,
62323,0,,
62324,0,,
62401,0,,
62402,0,,
62403,0,,
62404,0,,
62405,0,,
62406,0,,
62407,0,,
62408,0,,
62409,0,,
62410,0,,
62411,0,,
62412,0,,
62413,0,,
62414,0,,
62415,0,,
62416,0,,
62417,0,,
62418,0,,
62419,0,,
62420,0,,
62421,0,,
62422,0,,
62423,0,,
62424,0,,
62501,0,,
62502,0,,
62503,0,,
62504,0,,
62505,0,,
62506,0,,
62507,0,,
62508,0,,
62509,0,,
62510,0,,
62511,0,,
62512,0,,
62513,0,,
62514,0,,
62515,0,,
62516,0,,
62517,0,,
62518,0,,
62519,0,,
62520,0,,
62521,0,,
62522,0,,
62523,0,,
62524,0,,
62601,0,,
62602,0,,
62603,0,,
62604,0,,
62605,0,,
62606,0,,
62607,0,,
62608,0,,
62609,0,,
62610,0,,
62611,0,,
62612,0,,
62613,0,,
62614,0,,
62615,0,,
62616,0,,
62617,0,,
62618,0,,
62619,0,,
62620,0,,
62621,0,,
62622,0,,
62623,0,,
62624,0,,
62701,0,,
62702,0,,
62703,0,,
62704,0,,
62705,0,,
62706,0,,
62707,0,,
62708,0,,
62709,0,,
62710,0,,
62711,0,,
62712,0,,
62713,0,,
62714,0,,
62715,0,,
62716,0,,
62717,0,,
62718,0,,
62719,0,,
62720,0,,
62721,0,,
62722,0,,
62723,0,,
62724,0,,
62801,0,,
62802,0,,
62803,0,,
62804,0,,
62805,0,,
62806,0,,
62807,0,,
62808,0,,
62809,0,,
62810,0,,
62811,0,,
62812,0,,
62813,0,,
62814,0,,
62815,0,,
62816,0,,
62817,0,,
62818,0,,
62819,0,,
62820,0,,
62821,0,,
62822,0,,
62823,0,,
62824,0,,
62901,0,,
62902,0,,
62903,0,,
62904,0,,
62905,0,,
62906,0,,
62907,0,,
62908,0,,
62909,0,,
62910,0,,
62911,0,,
62912,0,,
62913,0,,
62914,0,,
62915,0,,
62916,0,,
62917,0,,
62918,0,,
62919,0,,
62920,0,,
62921,0,,
62922,0,,
62923,0,,
62924,0,,
63001,0,,
63002,0,,
63003,0,,
63004,0,,
63005,0,,
63006,0,,
63007,0,,
63008,0,,
63009,0,,
63010,0,,
63011,0,,
63012,0,,
63013,0,,
63014,0,,
63015,0,,
63016,0,,
63017,0,,
63018,0,,
63019,0,,
63020,0,,
63021,0,,
63022,0,,
63023,0,,
63024,0,,
70101,0,,
70102,0,,
70103,0,,
70104,0,,
70105,0,,
70106,0,,
70107,0,,
70108,1.18149E-14,,
70109,1.64951E-12,,
70110,3.20351E-11,,
70111,9.70085E-10,,
70112,4.88105E-07,,
70113,4.4475E-06,,
70114,2.60763E-05,,
70115,0.000291952,,
70116,0.001067751,,
70117,0.001536417,,
70118,0.00288588,,
70119,0.021214026,,
70120,0.025050347,,
70121,0.001088687,,
70122,2.06406E-08,,
70123,0,,
70124,0,,
70201,0,,
70202,0,,
70203,0,,
70204,0,,
70205,0,,
70206,0,,
70207,0,,
70208,0,,
70209,0,,
70210,0,,
70211,0,,
70212,0,,
70213,0,,
70214,0,,
70215,0,,
70216,0,,
70217,0,,
70218,0,,
70219,0,,
70220,0,,
70221,0,,
70222,0,,
70223,0,,
70224,0,,
70301,0,,
70302,0,,
70303,0,,
70304,0,,
70305,0,,
70306,0,,
70307,0,,
70308,0,,
70309,0,,
70310,0,,
70311,0,,
70312,0,,
70313,0,,
70314,0,,
70315,0,,
70316,0,,
70317,0,,
70318,0,,
70319,0,,
70320,0,,
70321,0,,
70322,0,,
70323,0,,
70324,0,,
70401,0,,
70402,0,,
70403,0,,
70404,0,,
70405,0,,
70406,0,,
70407,0,,
70408,0,,
70409,0,,
70410,0,,
70411,0,,
70412,0,,
70413,0,,
70414,0,,
70415,0,,
70416,0,,
70417,0,,
70418,0,,
70419,0,,
70420,0,,
70421,0,,
70422,0,,
70423,0,,
70424,0,,
70501,0,,
70502,0,,
70503,0,,
70504,0,,
70505,0,,
70506,0,,
70507,0,,
70508,0,,
70509,0,,
70510,0,,
70511,0,,
70512,0,,
70513,0,,
70514,0,,
70515,0,,
70516,0,,
70517,0,,
70518,0,,
70519,0,,
70520,0,,
70521,0,,
70522,0,,
70523,0,,
70524,0,,
70601,0,,
70602,0,,
70603,0,,
70604,0,,
70605,0,,
70606,0,,
70607,0,,
70608,0,,
70609,0,,
70610,0,,
70611,0,,
70612,0,,
70613,0,,
70614,0,,
70615,0,,
70616,0,,
70617,0,,
70618,0,,
70619,0,,
70620,0,,
70621,0,,
70622,0,,
70623,0,,
70624,0,,
70701,0,,
70702,0,,
70703,0,,
70704,0,,
70705,0,,
70706,0,,
70707,0,,
70708,0,,
70709,0,,
70710,0,,
70711,0,,
70712,0,,
70713,0,,
70714,0,,
70715,0,,
70716,0,,
70717,0,,
70718,0,,
70719,0,,
70720,0,,
70721,0,,
70722,0,,
70723,0,,
70724,0,,
70801,0,,
70802,0,,
70803,0,,
70804,0,,
70805,0,,
70806,0,,
70807,0,,
70808,0,,
70809,0,,
70810,0,,
70811,0,,
70812,0,,
70813,0,,
70814,0,,
70815,0,,
70816,0,,
70817,0,,
70818,0,,
70819,0,,
70820,0,,
70821,0,,
70822,0,,
70823,0,,
70824,0,,
70901,0,,
70902,0,,
70903,0,,
70904,0,,
70905,0,,
70906,0,,
70907,0,,
70908,1.18149E-14,,
70909,1.64951E-12,,
70910,3.20351E-11,,
70911,9.70085E-10,,
70912,4.88105E-07,,
70913,4.4475E-06,,
70914,2.60763E-05,,
70915,0.000291952,,
70916,0.001067751,,
70917,0.001536417,,
70918,0.00288588,,
70919,0.021214026,,
70920,0.025050347,,
70921,0.001088687,,
70922,2.06406E-08,,
70923,0,,
70924,0,,
71001,0,,
71002,0,,
71003,0,,
71004,0,,
71005,0,,
71006,0,,
71007,0,,
71008,1.18149E-14,,
71009,1.64951E-12,,
71010,3.20351E-11,,
71011,9.70085E-10,,
71012,4.88105E-07,,
71013,4.4475E-06,,
71014,2.60763E-05,,
71015,0.000291952,,
71016,0.001067751,,
71017,0.001536417,,
71018,0.00288588,,
71019,0.021214026,,
71020,0.025050347,,
71021,0.001088687,,
71022,2.06406E-08,,
71023,0,,
71024,0,,
71101,0,,
71102,0,,
71103,0,,
71104,0,,
71105,0,,
71106,0,,
71107,0,,
71108,0,,
71109,0,,
71110,0,,
71111,0,,
71112,0,,
71113,0,,
71114,0,,
71115,0,,
71116,0,,
71117,0,,
71118,0,,
71119,0,,
71120,0,,
71121,0,,
71122,0,,
71123,0,,
71124,0,,
71201,0,,
71202,0,,
71203,0,,
71204,0,,
71205,0,,
71206,0,,
71207,0,,
71208,0,,
71209,0,,
71210,1.95516E-14,,
71211,6.91603E-11,,
71212,6.80584E-07,,
71213,2.42255E-06,,
71214,2.79114E-07,,
71215,3.96302E-06,,
71216,1.40886E-05,,
71217,4.89006E-05,,
71218,9.61103E-05,,
71219,0.015985211,,
71220,0.021835836,,
71221,0.002504824,,
71222,1.40088E-06,,
71223,3.5828E-16,,
71224,0,,
71301,0,,
71302,0,,
71303,0,,
71304,0,,
71305,0,,
71306,0,,
71307,0,,
71308,0,,
71309,0,,
71310,0,,
71311,0,,
71312,0,,
71313,0,,
71314,0,,
71315,0,,
71316,0,,
71317,0,,
71318,0,,
71319,0,,
71320,0,,
71321,0,,
71322,0,,
71323,0,,
71324,0,,
71401,0,,
71402,0,,
71403,0,,
71404,0,,
71405,0,,
71406,0,,
71407,0,,
71408,0,,
71409,0,,
71410,0,,
71411,0,,
71412,0,,
71413,0,,
71414,0,,
71415,0,,
71416,0,,
71417,0,,
71418,0,,
71419,0,,
71420,0,,
71421,0,,
71422,0,,
71423,0,,
71424,0,,
71501,0,,
71502,0,,
71503,0,,
71504,0,,
71505,0,,
71506,0,,
71507,0,,
71508,0,,
71509,0,,
71510,0,,
71511,0,,
71512,0,,
71513,0,,
71514,0,,
71515,0,,
71516,0,,
71517,0,,
71518,0,,
71519,0,,
71520,0,,
71521,0,,
71522,0,,
71523,0,,
71524,0,,
71601,0,,
71602,0,,
71603,0,,
71604,0,,
71605,0,,
71606,0,,
71607,0,,
71608,0,,
71609,0,,
71610,0,,
71611,0,,
71612,0,,
71613,0,,
71614,0,,
71615,0,,
71616,0,,
71617,0,,
71618,0,,
71619,0,,
71620,0,,
71621,0,,
71622,0,,
71623,0,,
71624,0,,
71701,0,,
71702,0,,
71703,0,,
71704,0,,
71705,0,,
71706,0,,
71707,0,,
71708,0,,
71709,0,,
71710,0,,
71711,0,,
71712,0,,
71713,0,,
71714,0,,
71715,0,,
71716,0,,
71717,0,,
71718,0,,
71719,0,,
71720,0,,
71721,0,,
71722,0,,
71723,0,,
71724,0,,
71801,0,,
71802,0,,
71803,0,,
71804,0,,
71805,0,,
71806,0,,
71807,0,,
71808,0,,
71809,0,,
71810,0,,
71811,0,,
71812,0,,
71813,0,,
71814,0,,
71815,0,,
71816,0,,
71817,0,,
71818,0,,
71819,0,,
71820,0,,
71821,0,,
71822,0,,
71823,0,,
71824,0,,
71901,0,,
71902,0,,
71903,0,,
71904,0,,
71905,0,,
71906,0,,
71907,0,,
71908,0,,
71909,0,,
71910,0,,
71911,0,,
71912,0,,
71913,0,,
71914,0,,
71915,0,,
71916,0,,
71917,0,,
71918,0,,
71919,0,,
71920,0,,
71921,0,,
71922,0,,
71923,0,,
71924,0,,
72001,0,,
72002,0,,
72003,0,,
72004,0,,
72005,0,,
72006,0,,
72007,0,,
72008,0,,
72009,0,,
72010,0,,
72011,0,,
72012,0,,
72013,0,,
72014,0,,
72015,0,,
72016,0,,
72017,0,,
72018,0,,
72019,0,,
72020,0,,
72021,0,,
72022,0,,
72023,0,,
72024,0,,
72101,0,,
72102,0,,
72103,0,,
72104,0,,
72105,0,,
72106,0,,
72107,0,,
72108,0,,
72109,0,,
72110,0,,
72111,0,,
72112,0,,
72113,0,,
72114,0,,
72115,0,,
72116,0,,
72117,0,,
72118,0,,
72119,0,,
72120,0,,
72121,0,,
72122,0,,
72123,0,,
72124,0,,
72201,0,,
72202,0,,
72203,0,,
72204,0,,
72205,0,,
72206,0,,
72207,0,,
72208,0,,
72209,0,,
72210,0,,
72211,0,,
72212,0,,
72213,0,,
72214,0,,
72215,0,,
72216,0,,
72217,0,,
72218,0,,
72219,0,,
72220,0,,
72221,0,,
72222,0,,
72223,0,,
72224,0,,
72301,0,,
72302,0,,
72303,0,,
72304,0,,
72305,0,,
72306,0,,
72307,0,,
72308,0,,
72309,0,,
72310,0,,
72311,0,,
72312,0,,
72313,0,,
72314,0,,
72315,0,,
72316,0,,
72317,0,,
72318,0,,
72319,0,,
72320,0,,
72321,0,,
72322,0,,
72323,0,,
72324,0,,
72401,0,,
72402,0,,
72403,0,,
72404,0,,
72405,0,,
72406,0,,
72407,0,,
72408,0,,
72409,0,,
72410,0,,
72411,0,,
72412,0,,
72413,0,,
72414,0,,
72415,0,,
72416,0,,
72417,0,,
72418,0,,
72419,0,,
72420,0,,
72421,0,,
72422,0,,
72423,0,,
72424,0,,
72501,0,,
72502,0,,
72503,0,,
72504,0,,
72505,0,,
72506,0,,
72507,0,,
72508,0,,
72509,0,,
72510,0,,
72511,0,,
72512,0,,
72513,0,,
72514,0,,
72515,0,,
72516,0,,
72517,0,,
72518,0,,
72519,0,,
72520,0,,
72521,0,,
72522,0,,
72523,0,,
72524,0,,
72601,0,,
72602,0,,
72603,0,,
72604,0,,
72605,0,,
72606,0,,
72607,0,,
72608,0,,
72609,0,,
72610,0,,
72611,0,,
72612,0,,
72613,0,,
72614,0,,
72615,0,,
72616,0,,
72617,0,,
72618,0,,
72619,0,,
72620,0,,
72621,0,,
72622,0,,
72623,0,,
72624,0,,
72701,0,,
72702,0,,
72703,0,,
72704,0,,
72705,0,,
72706,0,,
72707,0,,
72708,0,,
72709,0,,
72710,0,,
72711,0,,
72712,0,,
72713,0,,
72714,0,,
72715,0,,
72716,0,,
72717,0,,
72718,0,,
72719,0,,
72720,0,,
72721,0,,
72722,0,,
72723,0,,
72724,0,,
72801,0,,
72802,0,,
72803,0,,
72804,0,,
72805,0,,
72806,0,,
72807,0,,
72808,0,,
72809,0,,
72810,0,,
72811,0,,
72812,0,,
72813,0,,
72814,0,,
72815,0,,
72816,0,,
72817,0,,
72818,0,,
72819,0,,
72820,0,,
72821,0,,
72822,0,,
72823,0,,
72824,0,,
72901,0,,
72902,0,,
72903,0,,
72904,0,,
72905,0,,
72906,0,,
72907,0,,
72908,0,,
72909,0,,
72910,0,,
72911,0,,
72912,0,,
72913,0,,
72914,0,,
72915,0,,
72916,0,,
72917,0,,
72918,0,,
72919,0,,
72920,0,,
72921,0,,
72922,0,,
72923,0,,
72924,0,,
73001,0,,
73002,0,,
73003,0,,
73004,0,,
73005,0,,
73006,0,,
73007,0,,
73008,0,,
73009,0,,
73010,0,,
73011,0,,
73012,0,,
73013,0,,
73014,0,,
73015,0,,
73016,0,,
73017,0,,
73018,0,,
73019,0,,
73020,0,,
73021,0,,
73022,0,,
73023,0,,
73024,0,,
73101,0,,
73102,0,,
73103,0,,
73104,0,,
73105,0,,
73106,0,,
73107,0,,
73108,0,,
73109,0,,
73110,0,,
73111,0,,
73112,0,,
73113,0,,
73114,0,,
73115,0,,
73116,0,,
73117,0,,
73118,0,,
73119,0,,
73120,0,,
73121,0,,
73122,0,,
73123,0,,
73124,0,,
80101,0,,
80102,0,,
80103,0,,
80104,0,,
80105,0,,
80106,0,,
80107,0,,
80108,0,,
80109,0,,
80110,0,,
80111,0,,
80112,0,,
80113,0,,
80114,0,,
80115,0,,
80116,0,,
80117,0,,
80118,0,,
80119,0,,
80120,0,,
80121,0,,
80122,0,,
80123,0,,
80124,0,,
80201,0,,
80202,0,,
80203,0,,
80204,0,,
80205,0,,
80206,0,,
80207,0,,
80208,0,,
80209,0,,
80210,0,,
80211,0,,
80212,0,,
80213,0,,
80214,0,,
80215,0,,
80216,0,,
80217,0,,
80218,0,,
80219,0,,
80220,0,,
80221,0,,
80222,0,,
80223,0,,
80224,0,,
80301,0,,
80302,0,,
80303,0,,
80304,0,,
80305,0,,
80306,0,,
80307,0,,
80308,0,,
80309,0,,
80310,0,,
80311,0,,
80312,0,,
80313,0,,
80314,0,,
80315,0,,
80316,0,,
80317,0,,
80318,0,,
80319,0,,
80320,0,,
80321,0,,
80322,0,,
80323,0,,
80324,0,,
80401,0,,
80402,0,,
80403,0,,
80404,0,,
80405,0,,
80406,0,,
80407,0,,
80408,0,,
80409,0,,
80410,0,,
80411,0,,
80412,0,,
80413,0,,
80414,0,,
80415,0,,
80416,0,,
80417,0,,
80418,0,,
80419,0,,
80420,0,,
80421,0,,
80422,0,,
80423,0,,
80424,0,,
80501,0,,
80502,0,,
80503,0,,
80504,0,,
80505,0,,
80506,0,,
80507,0,,
80508,0,,
80509,0,,
80510,0,,
80511,0,,
80512,0,,
80513,0,,
80514,0,,
80515,0,,
80516,0,,
80517,0,,
80518,0,,
80519,0,,
80520,0,,
80521,0,,
80522,0,,
80523,0,,
80524,0,,
80601,0,,
80602,0,,
80603,0,,
80604,0,,
80605,0,,
80606,0,,
80607,0,,
80608,0,,
80609,0,,
80610,0,,
80611,0,,
80612,0,,
80613,0,,
80614,0,,
80615,0,,
80616,0,,
80617,0,,
80618,0,,
80619,0,,
80620,0,,
80621,0,,
80622,0,,
80623,0,,
80624,0,,
80701,0,,
80702,0,,
80703,0,,
80704,0,,
80705,0,,
80706,0,,
80707,0,,
80708,0,,
80709,0,,
80710,2.78849E-15,,
80711,2.62914E-13,,
80712,9.80551E-11,,
80713,3.53302E-07,,
80714,2.0711E-05,,
80715,0.00061446,,
80716,0.001630432,,
80717,0.001908756,,
80718,0.004525266,,
80719,0.021980138,,
80720,0.016539158,,
80721,0.00052396,,
80722,1.41338E-09,,
80723,0,,
80724,0,,
80801,0,,
80802,0,,
80803,0,,
80804,0,,
80805,0,,
80806,0,,
80807,0,,
80808,0,,
80809,0,,
80810,0,,
80811,0,,
80812,0,,
80813,0,,
80814,0,,
80815,0,,
80816,0,,
80817,0,,
80818,0,,
80819,0,,
80820,0,,
80821,0,,
80822,0,,
80823,0,,
80824,0,,
80901,0,,
80902,0,,
80903,0,,
80904,0,,
80905,0,,
80906,0,,
80907,0,,
80908,0,,
80909,0,,
80910,0,,
80911,0,,
80912,0,,
80913,0,,
80914,0,,
80915,0,,
80916,0,,
80917,0,,
80918,0,,
80919,0,,
80920,0,,
80921,0,,
80922,0,,
80923,0,,
80924,0,,
81001,0,,
81002,0,,
81003,0,,
81004,0,,
81005,0,,
81006,0,,
81007,0,,
81008,0,,
81009,0,,
81010,0,,
81011,0,,
81012,0,,
81013,0,,
81014,0,,
81015,0,,
81016,0,,
81017,0,,
81018,0,,
81019,0,,
81020,0,,
81021,0,,
81022,0,,
81023,0,,
81024,0,,
81101,0,,
81102,0,,
81103,0,,
81104,0,,
81105,0,,
81106,0,,
81107,0,,
81108,0,,
81109,0,,
81110,0,,
81111,0,,
81112,0,,
81113,0,,
81114,0,,
81115,0,,
81116,0,,
81117,0,,
81118,0,,
81119,0,,
81120,0,,
81121,0,,
81122,0,,
81123,0,,
81124,0,,
81201,0,,
81202,0,,
81203,0,,
81204,0,,
81205,0,,
81206,0,,
81207,0,,
81208,0,,
81209,0,,
81210,0,,
81211,0,,
81212,0,,
81213,0,,
81214,0,,
81215,0,,
81216,0,,
81217,0,,
81218,0,,
81219,0,,
81220,0,,
81221,0,,
81222,0,,
81223,0,,
81224,0,,
81301,0,,
81302,0,,
81303,0,,
81304,0,,
81305,0,,
81306,0,,
81307,0,,
81308,0,,
81309,0,,
81310,0,,
81311,0,,
81312,0,,
81313,0,,
81314,0,,
81315,0,,
81316,0,,
81317,0,,
81318,0,,
81319,0,,
81320,0,,
81321,0,,
81322,0,,
81323,0,,
81324,0,,
81401,0,,
81402,0,,
81403,0,,
81404,0,,
81405,0,,
81406,0,,
81407,0,,
81408,0,,
81409,0,,
81410,2.78849E-15,,
81411,2.62914E-13,,
81412,9.80551E-11,,
81413,3.53302E-07,,
81414,2.0711E-05,,
81415,0.00061446,,
81416,0.001630432,,
81417,0.001908756,,
81418,0.004525266,,
81419,0.021980138,,
81420,0.016539158,,
81421,0.00052396,,
81422,1.41338E-09,,
81423,0,,
81424,0,,
81501,0,,
81502,0,,
81503,0,,
81504,0,,
81505,0,,
81506,0,,
81507,0,,
81508,0,,
81509,0,,
81510,0,,
81511,0,,
81512,0,,
81513,0,,
81514,0,,
81515,0,,
81516,0,,
